order_id,customer_id,order_date,customer_region,payment_method,shipping_type,total_quantity_sold,subtotal,shipping_fee,order_total
2663,889,2024-06-02,Middle East,Debit Card,Standard,6,364.38,0.0,364.38
2664,1327,2024-07-18,Asia,UPI,Standard,2,603.64,0.0,603.64
2665,1068,2022-01-04,North America,Bank Transfer,Standard,1,25.5,5.99,31.49
2666,1090,2022-03-31,North America,Credit Card,Express,4,2754.72,0.0,2754.72
2667,562,2024-06-24,Africa,Apple Pay,Standard,3,47.46,5.99,53.45
2668,601,2022-10-02,Africa ,PayPal,Express,1,29.75,12.99,42.74
2669,1624,2023-10-17,Europe,Debit Card,Same Day,8,852.69,0.0,852.69
2670,1825,2023-12-11,North America,PayPal,Standard,5,887.56,0.0,887.56
2671,222,2022-02-22,Middle East,Apple Pay,Same Day,6,436.27,0.0,436.27
2672,1022,2022-06-15,Middle East,Bank Transfer,Standard,3,925.2,0.0,925.2
2673,741,2023-08-23,Middle East,Bank Transfer,Express,3,777.81,0.0,777.81
2674,1857,2024-01-01,Middle East,Debit Card,Express,3,74.19,12.99,87.18
2675,1158,2022-08-15,North America,UPI,Express,6,483.98,0.0,483.98
2676,765,2023-11-02,North America,UPI,Express,5,1196.68,0.0,1196.68
2677,966,2023-05-21,South America,Apple Pay,Express,2,842.43,0.0,842.43
2678,1752,2023-04-17,Europe,PayPal,Standard,2,42.78,5.99,48.77
2679,416,2023-03-08,Europe,Bank Transfer,Standard,2,520.22,0.0,520.22
2680,1322,2023-01-27,South America,Credit Card,Standard,5,1470.04,0.0,1470.04
2681,834,2024-11-21,Europe,Credit Card,Standard,3,93.51,5.99,99.5
2682,530,2022-08-05,Asia,Credit Card,Standard,5,1339.85,0.0,1339.85
2683,412,2022-08-08,Asia,UPI,Express,1,539.04,0.0,539.04
2684,887,2024-01-01,Middle East,Apple Pay,Standard,7,368.45,0.0,368.45
2685,163,2024-04-09,Europe,Credit Card,Standard,1,149.19,5.99,155.18
2686,922,2024-08-20,South America,Debit Card,Standard,2,112.58,5.99,118.57
2687,28,2024-10-23,South America,PayPal,Standard,7,3100.44,0.0,3100.44
2688,56,2023-11-04,Middle East,UPI,Standard,1,152.47,5.99,158.46
2689,242,2023-03-21,Asia,Credit Card,Standard,1,41.63,5.99,47.62
2690,1692,2022-11-03,Asia,Apple Pay,Standard,3,731.07,0.0,731.07
2691,771,2023-03-27,Europe,Bank Transfer,Standard,3,637.78,0.0,637.78
2692,1211,2024-12-04,North America,PayPal,Standard,3,527.28,0.0,527.28
2693,904,2022-03-03,Europe,PayPal,Standard,4,91.69,5.99,97.68
2694,484,2024-08-06,Africa,Bank Transfer,Standard,12,1744.11,0.0,1744.11
2695,1825,2022-07-12,North America,Credit Card,Express,3,680.72,0.0,680.72
2696,1898,2022-04-15,Middle East,Apple Pay,Standard,2,43.38,5.99,49.37
2697,1374,2024-05-29,North America,PayPal,Standard,6,1378.24,0.0,1378.24
2698,1446,2024-05-19,Asia,Bank Transfer,Same Day,2,1592.7,0.0,1592.7
2699,64,2024-06-19,Africa,Apple Pay,Same Day,4,1078.52,0.0,1078.52
2700,1,2022-11-24,Africa,Credit Card,Standard,4,685.72,0.0,685.72
2701,143,2022-12-04,Middle East,Apple Pay,Standard,4,716.11,0.0,716.11
2702,839,2023-11-17,North America,Debit Card,Express,1,19.58,12.99,32.57
2703,752,2024-07-22,Europe,Debit Card,Express,1,77.36,12.99,90.35
2704,32,2022-02-14,Asia,Credit Card,Standard,3,561.84,0.0,561.84
2705,757,2023-07-09,Europe,Credit Card,Express,2,682.4,0.0,682.4
2706,1203,2024-01-27,Asia,Debit Card,Standard,1,20.86,5.99,26.85
2707,1336,2024-06-29,Africa,Bank Transfer,Express,1,160.79,12.99,173.78
2708,1825,2024-10-27,North America,PayPal,Standard,2,326.41,0.0,326.41
2709,1072,2024-02-07,Europe,Apple Pay,Standard,5,292.95,0.0,292.95
2710,1631,2023-05-14,North America,UPI,Same Day,7,498.1,0.0,498.1
2711,1664,2024-05-30,Asia,UPI,Express,1,32.81,12.99,45.8
2712,1132,2022-08-07,Europe,Debit Card,Standard,2,561.18,0.0,561.18
2713,1512,2023-02-16,Middle East,UPI,Express,5,1407.33,0.0,1407.33
2714,1722,2024-07-06,Asia,Apple Pay,Standard,2,87.58,5.99,93.57
2715,1572,2023-01-01,Middle East,UPI,Same Day,4,172.52,21.99,194.51
2716,1413,2024-11-14,Africa,Credit Card,Standard,1,27.0,5.99,32.99
2717,445,2024-06-16,Middle East,Apple Pay,Standard,4,552.2,0.0,552.2
2718,430,2022-05-17,Middle East,PayPal,Standard,12,1347.42,0.0,1347.42
2719,1765,2022-02-13,Middle East,Credit Card,Standard,1,8.73,5.99,14.72
2720,1128,2022-05-13,Asia,Credit Card,Standard,4,199.62,5.99,205.61
2721,673,2024-02-26,North America,UPI,Standard,6,865.27,0.0,865.27
2722,1319,2024-10-22,South America,Credit Card,Express,1,144.34,12.99,157.33
2723,456,2024-11-29,Africa,PayPal,Standard,1,157.04,5.99,163.03
2724,868,2024-02-28,Asia,PayPal,Standard,7,1176.14,0.0,1176.14
2725,270,2024-02-04,South America,UPI,Standard,6,278.97,0.0,278.97
2726,157,2022-12-21,South America,PayPal,Same Day,2,482.43,0.0,482.43
2727,860,2023-12-10,Asia,Credit Card,Standard,4,356.92,0.0,356.92
2728,1239,2024-01-14,Middle East,Bank Transfer,Standard,1,113.17,5.99,119.16
2729,1405,2022-12-20,North America,Debit Card,Standard,3,23.64,5.99,29.63
2730,1263,2022-05-16,North America,UPI,Standard,1,31.2,5.99,37.19
2731,1050,2022-07-02,North America,Apple Pay,Standard,1,433.36,0.0,433.36
2732,764,2023-05-24,Europe,Debit Card,Standard,4,25.76,5.99,31.75
2733,1813,2024-11-10,Asia,Credit Card,Standard,2,182.94,5.99,188.93
2734,390,2022-05-29,Middle East,Bank Transfer,Standard,2,368.98,0.0,368.98
2735,1789,2023-05-20,Asia,PayPal,Standard,5,2994.62,0.0,2994.62
2736,1171,2024-09-25,Europe,Bank Transfer,Express,2,392.76,0.0,392.76
2737,1926,2023-11-07,Europe,Bank Transfer,Express,1,114.77,12.99,127.76
2738,1045,2022-02-21,North America,Credit Card,Standard,6,3973.96,0.0,3973.96
2739,886,2022-03-19,Africa,Credit Card,Standard,2,134.12,5.99,140.11
2740,308,2022-06-03,Middle East,PayPal,Standard,4,463.36,0.0,463.36
2741,1005,2024-03-23,South America,Credit Card,Express,1,49.25,12.99,62.24
2742,184,2023-10-20,Africa,Debit Card,Standard,1,128.96,5.99,134.95
2743,1485,2023-06-16,Africa,PayPal,Express,1,75.62,12.99,88.61
2744,1904,2024-05-09,Africa,UPI,Standard,5,1011.85,0.0,1011.85
2745,402,2023-08-19,Middle East,UPI,Standard,2,1115.98,0.0,1115.98
2746,416,2023-01-25,Europe,Debit Card,Express,5,407.34,0.0,407.34
2747,1741,2024-02-29,Europe ,Debit Card,Standard,1,239.06,5.99,245.05
2748,778,2024-01-14,North America,PayPal,Standard,5,222.12,5.99,228.11
2749,951,2023-10-02,Asia,Credit Card,Express,1,785.65,0.0,785.65
2750,1009,2024-08-28,Asia,PayPal,Standard,3,117.81,5.99,123.8
2751,628,2022-12-31,Europe,Bank Transfer,Standard,4,279.2,0.0,279.2
2752,1283,2022-10-12,Africa,Bank Transfer,Standard,1,32.44,5.99,38.43
2753,1652,2022-09-09,Africa,Bank Transfer,Standard,5,544.78,0.0,544.78
2754,1224,2022-11-26,North America,Debit Card,Express,5,835.25,0.0,835.25
2755,841,2022-10-01,Africa,Apple Pay,Express,3,185.37,12.99,198.36
2756,84,2023-05-21,Africa,Credit Card,Standard,7,442.29,0.0,442.29
2757,1467,2024-08-17,North America,Apple Pay,Express,1,450.5,0.0,450.5
2758,354,2024-09-14,Europe,Debit Card,Standard,2,59.86,5.99,65.85
2759,150,2023-05-21,Asia,Bank Transfer,Express,3,107.76,12.99,120.75
2760,356,2024-08-18,North America,Bank Transfer,Express,2,729.97,0.0,729.97
2761,1694,2022-09-23,South America,Debit Card,Standard,1,18.54,5.99,24.53
2762,312,2024-07-23,South America,UPI,Standard,3,149.8,5.99,155.79
2763,11,2022-07-10,North America,PayPal,Standard,6,226.1,5.99,232.09
2764,267,2024-12-30,Asia,Bank Transfer,Standard,6,1066.0,0.0,1066.0
2765,1676,2024-01-25,Asia,Bank Transfer,Standard,1,133.06,5.99,139.05
2766,155,2022-12-30,North America,Debit Card,Standard,1,181.08,5.99,187.07
2767,372,2023-09-28,Europe,UPI,Standard,7,1422.19,0.0,1422.19
2768,678,2024-11-30,South America,Bank Transfer,Same Day,1,34.66,21.99,56.65
2769,557,2023-04-06,South America,PayPal,Express,5,445.85,0.0,445.85
2770,1904,2024-06-16,Africa,Apple Pay,Standard,1,207.09,5.99,213.08
2771,1535,2023-03-14,Africa,Bank Transfer,Standard,2,113.98,5.99,119.97
2772,281,2023-12-25,Africa,Bank Transfer,Standard,7,578.44,0.0,578.44
2773,1410,2022-02-17,Europe,Credit Card,Express,4,156.76,12.99,169.75
2774,1968,2022-06-25,North America,PayPal,Standard,3,768.01,0.0,768.01
2775,1222,2022-01-29,Africa,Credit Card,Standard,2,14.84,5.99,20.83
2776,852,2023-01-11,Asia,Apple Pay,Standard,3,86.58,5.99,92.57
2777,674,2024-05-17,Middle East ,Apple Pay,Standard,3,2484.15,0.0,2484.15
2778,1500,2022-08-24,Middle East,Bank Transfer,Standard,1,317.66,0.0,317.66
2779,312,2023-02-26,South America,Debit Card,Express,1,444.58,0.0,444.58
2780,642,2024-10-16,Europe,PayPal,Standard,7,517.72,0.0,517.72
2781,960,2022-01-19,Europe,Apple Pay,Standard,3,244.12,5.99,250.11
2782,879,2024-11-10,North America,UPI,Standard,2,52.76,5.99,58.75
2783,910,2024-03-18,South America,Apple Pay,Standard,6,347.03,0.0,347.03
2784,350,2024-05-16,North America,Debit Card,Standard,5,355.21,0.0,355.21
2785,1425,2022-10-23,Africa,PayPal,Express,3,920.55,0.0,920.55
2786,103,2022-04-24,Africa,Debit Card,Standard,5,283.04,0.0,283.04
2787,1649,2022-05-28,Europe,UPI,Standard,2,312.3,0.0,312.3
2788,209,2024-04-09,South America,Debit Card,Standard,1,646.98,0.0,646.98
2789,1584,2024-03-18,Middle East,PayPal,Express,3,1632.42,0.0,1632.42
2790,615,2024-03-16,North America,UPI,Express,1,33.44,12.99,46.43
2791,1907,2022-10-25,South America,Credit Card,Express,2,69.34,12.99,82.33
2792,898,2023-09-08,North America,Bank Transfer,Express,3,66.9,12.99,79.89
2793,1399,2024-09-02,North America,Apple Pay,Express,5,446.64,0.0,446.64
2794,419,2024-03-14,Middle East,UPI,Standard,3,251.82,0.0,251.82
2795,928,2023-01-09,Asia,Bank Transfer,Express,4,111.72,12.99,124.71
2796,108,2024-09-06,North America,Apple Pay,Standard,1,57.66,5.99,63.65
2797,489,2023-03-11,North America,UPI,Same Day,1,31.76,21.99,53.75
2798,1079,2022-11-17,South America,UPI,Standard,4,751.82,0.0,751.82
2799,748,2024-12-13,North America,Apple Pay,Standard,2,263.85,0.0,263.85
2800,1531,2024-01-17,Europe,Bank Transfer,Standard,2,1132.88,0.0,1132.88
2801,594,2024-10-01,Africa,UPI,Standard,3,554.25,0.0,554.25
2802,1353,2023-04-02,South America,PayPal,Express,6,431.29,0.0,431.29
2803,1832,2024-12-13,North America,Apple Pay,Standard,1,158.01,5.99,164.0
2804,1710,2024-07-20,South America,Bank Transfer,Express,1,479.77,0.0,479.77
2805,1478,2022-04-11,Africa,Credit Card,Standard,6,385.96,0.0,385.96
2806,1473,2024-12-20,Africa,Credit Card,Standard,4,158.78,5.99,164.77
2807,1400,2023-06-04,Africa,Credit Card,Standard,6,361.26,0.0,361.26
2808,220,2023-08-29,Middle East,PayPal,Standard,1,19.97,5.99,25.96
2809,768,2023-07-21,South America,UPI,Express,7,1132.46,0.0,1132.46
2810,1478,2022-01-02,Africa,UPI,Standard,4,876.52,0.0,876.52
2811,1551,2023-10-04,Middle East,Debit Card,Standard,1,88.44,5.99,94.43
2812,838,2022-09-25,Asia,Credit Card,Express,6,846.78,0.0,846.78
2813,505,2024-07-12,Africa,UPI,Standard,2,348.92,0.0,348.92
2814,204,2022-08-24,Asia,Credit Card,Standard,2,1433.72,0.0,1433.72
2815,856,2023-02-24,South America,Apple Pay,Standard,5,621.68,0.0,621.68
2816,1406,2024-01-12,Middle East,Debit Card,Standard,1,90.58,5.99,96.57
2817,954,2022-05-13,North America,Debit Card,Express,4,251.55,0.0,251.55
2818,1223,2024-11-05,North America,UPI,Standard,4,2430.64,0.0,2430.64
2819,928,2024-11-29,Asia,PayPal,Standard,3,380.82,0.0,380.82
2820,1535,2022-03-24,Africa,Credit Card,Standard,5,963.76,0.0,963.76
2821,868,2023-04-04,Asia,Debit Card,Standard,3,154.29,5.99,160.28
2822,1863,2022-07-31,Europe,Debit Card,Same Day,5,377.38,0.0,377.38
2823,956,2024-01-25,North America,UPI,Standard,2,153.8,5.99,159.79
2824,405,2022-11-17,Europe,Apple Pay,Standard,3,66.95,5.99,72.94
2825,1684,2024-08-21,North America,Bank Transfer,Standard,3,2137.83,0.0,2137.83
2826,1932,2023-05-22,Africa,UPI,Standard,2,48.36,5.99,54.35
2827,1292,2024-06-14,South America,UPI,Express,2,96.44,12.99,109.43
2828,121,2023-11-18,Asia,Credit Card,Same Day,2,203.06,21.99,225.05
2829,901,2022-11-18,North America,Apple Pay,Same Day,7,1604.82,0.0,1604.82
2830,1885,2023-09-16,South America,Apple Pay,Standard,1,115.29,5.99,121.28
2831,1762,2023-02-21,Middle East,Apple Pay,Standard,4,1303.77,0.0,1303.77
2832,208,2022-01-15,South America,Apple Pay,Standard,2,232.5,5.99,238.49
2833,410,2023-02-05,Middle East,PayPal,Express,2,138.14,12.99,151.13
2834,1928,2023-12-17,South America,Debit Card,Standard,5,1992.27,0.0,1992.27
2835,172,2023-01-11,Asia,Bank Transfer,Standard,5,345.01,0.0,345.01
2836,735,2022-07-31,South America,Credit Card,Standard,5,434.2,0.0,434.2
2837,1642,2024-05-20,Middle East,Bank Transfer,Express,6,900.41,0.0,900.41
2838,1329,2023-12-18,Asia ,UPI,Standard,5,1861.21,0.0,1861.21
2839,631,2024-09-12,Asia,Debit Card,Express,1,605.04,0.0,605.04
2840,568,2022-02-22,Europe,PayPal,Standard,5,1383.02,0.0,1383.02
2841,957,2022-08-22,Africa,PayPal,Standard,3,20.16,5.99,26.15
2842,736,2023-05-17,Middle East,UPI,Standard,1,121.19,5.99,127.18
2843,290,2022-06-26,Asia,PayPal,Standard,2,270.61,0.0,270.61
2844,1201,2022-04-03,South America,PayPal,Standard,1,146.38,5.99,152.37
2845,58,2022-09-24,Middle East,Credit Card,Standard,2,111.9,5.99,117.89
2846,887,2023-09-28,Middle East,PayPal,Standard,5,250.21,0.0,250.21
2847,797,2024-03-17,South America,Debit Card,Standard,1,68.88,5.99,74.87
2848,1062,2023-10-29,Africa,Apple Pay,Express,2,198.52,12.99,211.51
2849,156,2022-05-13,Asia,PayPal,Express,3,410.94,0.0,410.94
2850,1526,2023-03-10,Europe,Apple Pay,Standard,4,740.62,0.0,740.62
2851,1455,2024-10-12,Africa,PayPal,Standard,2,1162.16,0.0,1162.16
2852,85,2024-10-25,Europe,Debit Card,Same Day,1,58.78,21.99,80.77
2853,1479,2024-03-26,Africa,Bank Transfer,Same Day,4,719.6,0.0,719.6
2854,1768,2022-07-27,Europe,PayPal,Standard,1,96.03,5.99,102.02
2855,644,2023-04-20,North America,PayPal,Standard,1,32.36,5.99,38.35
2856,25,2024-03-19,South America,Debit Card,Standard,5,655.04,0.0,655.04
2857,1383,2024-09-27,North America,Credit Card,Standard,3,593.38,0.0,593.38
2858,105,2023-03-28,Africa,PayPal,Standard,5,1152.46,0.0,1152.46
2859,1379,2023-06-27,North America,PayPal,Express,1,153.26,12.99,166.25
2860,794,2022-08-03,Africa,UPI,Standard,2,29.34,5.99,35.33
2861,1817,2024-04-28,Middle East,PayPal,Express,3,138.71,12.99,151.7
2862,1946,2024-08-06,Africa,PayPal,Standard,4,280.79,0.0,280.79
2863,842,2024-06-28,Europe,UPI,Standard,5,414.52,0.0,414.52
2864,1132,2023-09-29,Europe,PayPal,Standard,1,392.95,0.0,392.95
2865,84,2022-11-14,Africa,PayPal,Standard,1,28.7,5.99,34.69
2866,545,2022-11-09,North America,Debit Card,Express,2,310.87,0.0,310.87
2867,1601,2022-09-29,North America,Apple Pay,Express,3,48.0,12.99,60.99
2868,831,2024-04-03,South America,Bank Transfer,Express,8,365.72,0.0,365.72
2869,1777,2022-11-17,Asia,Debit Card,Standard,1,178.12,5.99,184.11
2870,155,2024-09-27,North America,Credit Card,Standard,2,142.47,5.99,148.46
2871,1652,2022-09-14,Africa,Apple Pay,Standard,1,130.42,5.99,136.41
2872,755,2023-08-23,Africa,Bank Transfer,Express,6,534.65,0.0,534.65
2873,1460,2022-11-18,Middle East,Apple Pay,Same Day,6,193.97,21.99,215.96
2874,230,2023-04-16,Africa,UPI,Standard,6,2057.1,0.0,2057.1
2875,245,2023-12-01,Europe,Credit Card,Standard,5,687.61,0.0,687.61
2876,560,2023-07-27,Middle East,Credit Card,Standard,1,160.5,5.99,166.49
2877,677,2023-03-31,South America,Apple Pay,Standard,3,444.63,0.0,444.63
2878,364,2024-09-18,North America,Credit Card,Standard,1,61.51,5.99,67.5
2879,785,2022-06-22,North America,UPI,Standard,4,1690.56,0.0,1690.56
2880,145,2022-10-17,South America,Apple Pay,Standard,1,12.02,5.99,18.01
2881,1671,2022-10-24,Europe,PayPal,Same Day,2,234.26,21.99,256.25
2882,799,2022-07-23,Asia,Debit Card,Same Day,1,111.4,21.99,133.39
2883,1320,2022-03-09,Middle East,UPI,Standard,5,819.81,0.0,819.81
2884,293,2023-01-12,Middle East,UPI,Express,5,1090.57,0.0,1090.57
2885,360,2022-08-21,Europe,UPI,Standard,15,1440.56,0.0,1440.56
2886,1913,2022-02-23,Europe,PayPal,Express,6,137.48,12.99,150.47
2887,955,2024-07-08,North America,Apple Pay,Standard,3,296.05,0.0,296.05
2888,955,2022-12-23,North America,Debit Card,Standard,1,196.83,5.99,202.82
2889,70,2023-06-09,Asia,PayPal,Standard,5,1340.99,0.0,1340.99
2890,1259,2023-08-21,Middle East,Credit Card,Standard,3,1570.11,0.0,1570.11
2891,350,2022-04-28,North America,Apple Pay,Standard,5,808.52,0.0,808.52
2892,504,2024-01-07,Europe,Apple Pay,Same Day,1,27.06,21.99,49.05
2893,1670,2024-10-06,Africa,Credit Card,Standard,6,2221.11,0.0,2221.11
2894,70,2024-01-13,Asia,Apple Pay,Same Day,1,151.77,21.99,173.76
2895,1724,2024-05-11,Middle East,PayPal,Standard,1,60.02,5.99,66.01
2896,835,2023-02-14,Africa,Debit Card,Same Day,3,646.68,0.0,646.68
2897,869,2024-02-24,South America,Bank Transfer,Standard,3,116.04,5.99,122.03
2898,47,2024-03-27,Asia,Debit Card,Express,1,188.14,12.99,201.13
2899,363,2023-01-25,North America,Credit Card,Standard,1,64.37,5.99,70.36
2900,239,2023-10-11,Europe,Apple Pay,Standard,3,82.14,5.99,88.13
2901,899,2022-03-01,Middle East,Bank Transfer,Standard,3,509.29,0.0,509.29
2902,1274,2023-04-08,North America,PayPal,Standard,1,51.77,5.99,57.76
2903,577,2022-08-13,Asia,Credit Card,Standard,3,870.21,0.0,870.21
2904,1121,2024-09-07,Europe,Credit Card,Same Day,3,178.68,21.99,200.67
2905,2000,2022-12-10,Africa,PayPal,Same Day,5,787.14,0.0,787.14
2906,834,2024-10-12,Europe,Bank Transfer,Express,6,504.77,0.0,504.77
2907,487,2024-04-01,Asia,Bank Transfer,Express,3,981.07,0.0,981.07
2908,96,2024-01-17,Africa,UPI,Express,4,316.28,0.0,316.28
2909,107,2022-06-02,North America,UPI,Express,5,1328.11,0.0,1328.11
2910,649,2023-12-22,Asia,Credit Card,Standard,4,2420.16,0.0,2420.16
2911,1608,2024-04-05,Asia,Credit Card,Express,1,159.92,12.99,172.91
2912,120,2022-08-21,Africa,Debit Card,Standard,1,555.53,0.0,555.53
2913,958,2024-07-20,North America,Debit Card,Standard,8,654.5,0.0,654.5
2914,1271,2022-09-23,Africa,Apple Pay,Express,2,62.98,12.99,75.97
2915,1768,2022-06-03,Europe,PayPal,Standard,1,98.51,5.99,104.5
2916,1678,2022-09-08,South America,UPI,Standard,2,49.4,5.99,55.39
2917,8,2023-07-17,Asia,Bank Transfer,Express,4,444.52,0.0,444.52
2918,1960,2023-08-25,Asia,Credit Card,Standard,5,998.68,0.0,998.68
2919,688,2022-07-20,Asia,PayPal,Standard,2,98.17,5.99,104.16
2920,540,2023-08-11,Europe,PayPal,Standard,1,253.01,0.0,253.01
2921,924,2023-10-07,South America,Credit Card,Standard,4,1997.43,0.0,1997.43
2922,1119,2023-04-04,Middle East,PayPal,Standard,5,1357.32,0.0,1357.32
2923,990,2024-09-17,Middle East,Bank Transfer,Standard,3,551.61,0.0,551.61
2924,665,2023-10-23,Europe,PayPal,Standard,2,83.86,5.99,89.85
2925,1636,2023-05-25,Europe,Bank Transfer,Standard,2,363.32,0.0,363.32
2926,182,2022-11-16,South America,PayPal,Express,10,610.83,0.0,610.83
2927,1564,2024-08-28,Europe,Apple Pay,Standard,2,288.44,0.0,288.44
2928,657,2023-07-05,Africa,Apple Pay,Standard,3,133.5,5.99,139.49
2929,1865,2024-10-25,Africa,PayPal,Standard,1,40.9,5.99,46.89
2930,1037,2023-02-25,Europe,Bank Transfer,Express,2,1469.85,0.0,1469.85
2931,154,2022-12-30,Africa,Bank Transfer,Express,5,850.71,0.0,850.71
2932,918,2022-07-02,Middle East,Debit Card,Express,5,1231.91,0.0,1231.91
2933,1181,2023-12-11,Middle East,Apple Pay,Standard,3,799.82,0.0,799.82
2934,1775,2023-06-19,Middle East,PayPal,Standard,4,1810.38,0.0,1810.38
2935,761,2023-06-05,Europe,Credit Card,Standard,3,172.93,5.99,178.92
2936,1196,2024-09-12,North America,PayPal,Standard,2,238.7,5.99,244.69
2937,1588,2022-10-06,South America,PayPal,Standard,3,490.74,0.0,490.74
2938,1198,2024-10-03,Africa,Apple Pay,Standard,2,73.94,5.99,79.93
2939,1909,2022-11-02,Asia,Apple Pay,Standard,6,1098.18,0.0,1098.18
2940,1244,2023-10-19,South America,Apple Pay,Standard,4,1066.15,0.0,1066.15
2941,1736,2024-04-09,Europe,PayPal,Same Day,6,458.28,0.0,458.28
2942,985,2024-08-29,Asia,Apple Pay,Standard,4,111.26,5.99,117.25
2943,1981,2024-06-19,Africa,Debit Card,Same Day,1,402.33,0.0,402.33
2944,360,2022-10-15,Europe,Credit Card,Standard,5,971.4,0.0,971.4
2945,1593,2022-05-19,North America,Bank Transfer,Standard,1,286.32,0.0,286.32
2946,1342,2022-01-07,Africa,Apple Pay,Standard,1,738.53,0.0,738.53
2947,1020,2022-07-16,Middle East,Debit Card,Standard,2,279.32,0.0,279.32
2948,481,2024-01-21,Asia,Credit Card,Standard,4,281.4,0.0,281.4
2949,1190,2023-04-22,North America,PayPal,Express,4,691.06,0.0,691.06
2950,1185,2024-11-12,Africa,Bank Transfer,Standard,4,1060.26,0.0,1060.26
2951,1016,2023-11-29,South America,Apple Pay,Standard,1,22.02,5.99,28.01
2952,274,2022-07-25,Africa,Debit Card,Standard,1,18.4,5.99,24.39
2953,810,2024-05-02,Asia,UPI,Express,2,384.24,0.0,384.24
2954,1762,2022-07-05,Middle East,Credit Card,Standard,3,495.05,0.0,495.05
2955,1377,2022-02-22,Europe,UPI,Standard,3,529.71,0.0,529.71
2956,743,2023-04-17,Africa,Bank Transfer,Standard,1,71.58,5.99,77.57
2957,1113,2023-03-09,Europe,Credit Card,Standard,3,372.29,0.0,372.29
2958,1076,2024-03-12,South America,PayPal,Standard,1,678.02,0.0,678.02
2959,697,2023-05-15,Middle East,PayPal,Standard,4,829.36,0.0,829.36
2960,32,2023-11-18,Asia,Debit Card,Express,2,157.8,12.99,170.79
2961,754,2024-07-11,Asia,Apple Pay,Same Day,3,208.55,21.99,230.54
2962,1577,2023-10-20,South America,Bank Transfer,Standard,3,357.45,0.0,357.45
2963,437,2023-06-23,Middle East,UPI,Standard,5,194.25,5.99,200.24
2964,1589,2024-07-04,South America,Debit Card,Standard,1,467.3,0.0,467.3
2965,374,2024-01-28,South America,Apple Pay,Express,3,1131.9,0.0,1131.9
2966,1820,2022-04-10,South America,UPI,Standard,2,340.41,0.0,340.41
2967,695,2022-05-27,Africa,PayPal,Standard,4,580.34,0.0,580.34
2968,1162,2024-06-06,Africa,Bank Transfer,Standard,1,120.14,5.99,126.13
2969,1786,2022-03-18,Africa,Apple Pay,Standard,1,151.6,5.99,157.59
2970,1731,2023-08-29,Middle East,Bank Transfer,Express,7,613.01,0.0,613.01
2971,1769,2024-06-27,Asia,Credit Card,Standard,5,1659.67,0.0,1659.67
2972,1873,2022-08-29,Africa,PayPal,Standard,2,315.94,0.0,315.94
2973,912,2024-10-15,Middle East,Apple Pay,Standard,2,64.5,5.99,70.49
2974,442,2023-01-22,Africa,Credit Card,Express,6,3374.04,0.0,3374.04
2975,1441,2024-08-24,Africa,PayPal,Standard,1,32.86,5.99,38.85
2976,688,2023-07-24,Asia,UPI,Standard,4,303.44,0.0,303.44
2977,1134,2023-05-30,Asia,Credit Card,Express,7,581.72,0.0,581.72
2978,1100,2023-07-26,North America,Apple Pay,Express,3,608.95,0.0,608.95
2979,567,2023-06-30,Africa,PayPal,Express,13,2212.23,0.0,2212.23
2980,362,2023-08-16,Middle East,Bank Transfer,Standard,2,173.98,5.99,179.97
2981,1076,2024-09-06,South America,Apple Pay,Standard,2,162.78,5.99,168.77
2982,1221,2023-10-21,Europe,Debit Card,Standard,1,202.34,5.99,208.33
2983,1791,2024-05-17,Middle East,Bank Transfer,Standard,2,199.15,5.99,205.14
2984,1637,2022-06-17,Africa,Bank Transfer,Standard,1,796.45,0.0,796.45
2985,1094,2022-08-20,Asia,Bank Transfer,Standard,2,376.84,0.0,376.84
2986,567,2023-10-15,Africa,Credit Card,Standard,4,1871.26,0.0,1871.26
2987,1464,2024-09-20,South America,PayPal,Standard,5,238.27,5.99,244.26
2988,811,2022-10-04,Middle East,Apple Pay,Same Day,1,25.83,21.99,47.82
2989,327,2023-08-01,Africa,Bank Transfer,Standard,3,154.41,5.99,160.4
2990,886,2024-10-01,Africa ,PayPal,Standard,7,394.01,0.0,394.01
2991,1340,2023-03-08,South America,PayPal,Standard,2,107.65,5.99,113.64
2992,1169,2023-03-18,South America,Apple Pay,Express,4,481.6,0.0,481.6
2993,654,2024-08-30,Asia,PayPal,Standard,4,129.36,5.99,135.35
2994,182,2024-05-23,South America,Credit Card,Express,1,302.68,0.0,302.68
2995,1921,2024-08-09,Europe,PayPal,Standard,2,185.42,5.99,191.41
2996,1382,2023-02-07,Asia,Credit Card,Express,2,410.42,0.0,410.42
2997,751,2024-06-04,Asia,UPI,Standard,2,47.92,5.99,53.91
2998,797,2024-10-02,South America,PayPal,Standard,4,442.8,0.0,442.8
2999,1493,2022-12-22,Africa,Debit Card,Standard,1,195.79,5.99,201.78
3000,1824,2024-09-02,Middle East,UPI,Standard,2,735.91,0.0,735.91
3001,1367,2022-02-07,Middle East,UPI,Standard,3,168.0,5.99,173.99
3002,997,2023-07-25,South America,Credit Card,Standard,6,637.14,0.0,637.14
3003,96,2022-12-24,Africa,PayPal,Standard,1,7.81,5.99,13.8
3004,750,2022-11-15,Europe,Bank Transfer,Standard,3,367.65,0.0,367.65
3005,143,2024-01-23,Middle East,UPI,Standard,9,6996.42,0.0,6996.42
3006,136,2024-02-28,Middle East,Apple Pay,Standard,2,313.66,0.0,313.66
